Last Updated,Town,Rep District,Sen District,BECCA BALINT,Total Write Ins,Total
08/13/2026 10:56 AM,BRATTLEBORO,"WINDHAM-7, WINDHAM-8, WINDHAM-9",WINDHAM_,2020,2,2151
08/13/2026 10:56 AM,BRIDGEWATER,WINDSOR-4,WINDSOR_,117,2,133
08/13/2026 10:56 AM,BRIDPORT,ADDISON-5,ADDISON_,136,1,142
08/13/2026 10:56 AM,BRIGHTON,ESSEX ORLEANS,ESSEX_,51,0,56
08/13/2026 10:56 AM,BRISTOL,ADDISON-4,ADDISON_,574,6,608
08/13/2026 10:56 AM,BROOKFIELD,ORANGE WASHINGTON ADDISON,ORANGE_,192,6,209
08/13/2026 10:56 AM,BROOKLINE,WINDHAM-3,WINDHAM_,75,0,79
08/13/2026 10:56 AM,BROWNINGTON,ORLEANS-3,ORLEANS_,42,1,50
08/13/2026 10:56 AM,BRUNSWICK,ESSEX CALEDONIA,ESSEX_,7,0,7
08/13/2026 10:56 AM,BURKE,ESSEX CALEDONIA,ORLEANS_,140,0,145
08/13/2026 10:56 AM,BURLINGTON,"CHITTENDEN-13, CHITTENDEN-14, CHITTENDEN-15, CHITTENDEN-16, CHITTENDEN-17, CHITTENDEN-18","CHITTENDEN-SOUTHEAST_, CHITTENDEN-CENTRAL_",7651,165,8864
08/13/2026 10:56 AM,CABOT,CALEDONIA WASHINGTON,WASHINGTON_,185,3,195
08/13/2026 10:56 AM,CALAIS,WASHINGTON-6,WASHINGTON_,500,8,548
08/13/2026 10:56 AM,CAMBRIDGE,LAMOILLE-3,LAMOILLE_,355,3,378
08/13/2026 10:56 AM,CANAAN,ESSEX ORLEANS,ESSEX_,35,0,37
08/13/2026 10:56 AM,CASTLETON,RUTLAND-3,RUTLAND_,227,1,243
08/13/2026 10:56 AM,CAVENDISH,WINDSOR-2,WINDSOR_,127,2,146
08/13/2026 10:56 AM,CHARLESTON,ESSEX ORLEANS,ORLEANS_,61,0,63
08/13/2026 10:56 AM,CHARLOTTE,CHITTENDEN-5,CHITTENDEN-SOUTHEAST_,889,13,1090
08/13/2026 10:56 AM,CHELSEA,ORANGE-3,ORANGE_,116,1,128
08/13/2026 10:56 AM,CHESTER,WINDSOR WINDHAM,WINDSOR_,378,3,427
08/13/2026 10:56 AM,CHITTENDEN,RUTLAND-11,RUTLAND_,110,0,115
08/13/2026 10:56 AM,CLARENDON,RUTLAND-2,RUTLAND_,107,1,115
08/13/2026 10:56 AM,COLCHESTER,"CHITTENDEN-19, CHITTENDEN-20","GRAND ISLE_, CHITTENDEN-CENTRAL_",1963,123,2521
08/13/2026 10:56 AM,CONCORD,CALEDONIA ESSEX,ESSEX_,56,1,65
08/13/2026 10:56 AM,CORINTH,ORANGE-1,ORANGE_,173,4,194
08/13/2026 10:56 AM,CORNWALL,ADDISON-2,ADDISON_,297,0,314
08/13/2026 10:56 AM,COVENTRY,ORLEANS LAMOILLE,ORLEANS_,53,0,56
08/13/2026 10:56 AM,CRAFTSBURY,ORLEANS-4,ORLEANS_,184,0,196
08/13/2026 10:56 AM,DANBY,BENNINGTON RUTLAND,RUTLAND_,104,0,110
08/13/2026 10:56 AM,DANVILLE,CALEDONIA WASHINGTON,CALEDONIA_,270,4,292
08/13/2026 10:56 AM,DERBY,ORLEANS-1,ESSEX_,233,5,249
08/13/2026 10:56 AM,DORSET,BENNINGTON RUTLAND,BENNINGTON_,254,2,273
08/13/2026 10:56 AM,DOVER,WINDHAM-2,WINDHAM_,95,1,99
08/13/2026 10:56 AM,DUMMERSTON,WINDHAM-4,WINDHAM_,398,1,422
08/13/2026 10:56 AM,DUXBURY,WASHINGTON-2,WASHINGTON_,196,2,210
08/13/2026 10:56 AM,EAST HAVEN,ESSEX CALEDONIA,ESSEX_,24,1,27
08/13/2026 10:56 AM,EAST MONTPELIER,WASHINGTON-5,WASHINGTON_,700,4,756
08/13/2026 10:56 AM,EDEN,ORLEANS LAMOILLE,LAMOILLE_,53,0,54
08/13/2026 10:56 AM,ELMORE,LAMOILLE WASHINGTON,LAMOILLE_,138,2,153
08/13/2026 10:56 AM,ENOSBURGH,FRANKLIN-7,FRANKLIN_,131,2,137
08/13/2026 10:56 AM,ESSEX JUNCTION CITY,"CHITTENDEN-22, CHITTENDEN-23",CHITTENDEN-CENTRAL_,1654,26,1906
08/13/2026 10:56 AM,ESSEX TOWN,"CHITTENDEN-23, CHITTENDEN-24","CHITTENDEN-CENTRAL_, CHITTENDEN-NORTH_",1719,67,2080
08/13/2026 10:56 AM,FAIR HAVEN,RUTLAND-10,RUTLAND_,124,0,137
08/13/2026 10:56 AM,FAIRFIELD,FRANKLIN-6,FRANKLIN_,111,3,126
08/13/2026 10:56 AM,FAIRLEE,ORANGE-2,ORANGE_,141,0,153
08/13/2026 10:56 AM,FAYSTON,WASHINGTON-2,WASHINGTON_,225,5,242
08/13/2026 10:56 AM,FERRISBURGH,ADDISON-3,ADDISON_,464,1,502
08/13/2026 10:56 AM,FLETCHER,FRANKLIN-6,LAMOILLE_,158,0,166
08/13/2026 10:56 AM,FRANKLIN,FRANKLIN-5,FRANKLIN_,98,1,104
08/13/2026 10:56 AM,GEORGIA,"CHITTENDEN FRANKLIN, FRANKLIN-1",FRANKLIN_,257,5,281
08/13/2026 10:56 AM,GLOVER,ORLEANS-4,ORLEANS_,117,3,124
08/13/2026 10:56 AM,GOSHEN,ADDISON-2,ADDISON_,35,1,37
08/13/2026 10:56 AM,GRAFTON,WINDSOR WINDHAM,WINDHAM_,82,0,87
08/13/2026 10:56 AM,GRANBY,ESSEX CALEDONIA,ESSEX_,6,0,6
08/13/2026 10:56 AM,GRAND ISLE,GRAND ISLE CHITTENDEN,GRAND ISLE_,298,10,335
08/13/2026 10:56 AM,GRANVILLE,ORANGE WASHINGTON ADDISON,ADDISON_,28,1,29
08/13/2026 10:56 AM,GREENSBORO,ORLEANS-4,ORLEANS_,160,0,170
08/13/2026 10:56 AM,GROTON,ORANGE CALEDONIA,CALEDONIA_,63,1,71
08/13/2026 10:56 AM,GUILDHALL,ESSEX CALEDONIA,ESSEX_,15,0,19
08/13/2026 10:56 AM,GUILFORD,WINDHAM-1,WINDHAM_,387,2,400
08/13/2026 10:56 AM,HALIFAX,WINDHAM-6,WINDHAM_,103,0,104
08/13/2026 10:56 AM,HANCOCK,WINDSOR ADDISON,ADDISON_,46,1,47
08/13/2026 10:56 AM,HARDWICK,CALEDONIA 2,CALEDONIA_,303,3,320
08/13/2026 10:56 AM,HARTFORD,"WINDSOR-4, WINDSOR-6",WINDSOR_,1296,12,1391
08/13/2026 10:56 AM,HARTLAND,WINDSOR-1,WINDSOR_,566,8,627
08/13/2026 10:56 AM,HIGHGATE,FRANKLIN-5,FRANKLIN_,119,5,135
08/13/2026 10:56 AM,HINESBURG,"CHITTENDEN-4, CHITTENDEN-5",CHITTENDEN-SOUTHEAST_,859,22,990
08/13/2026 10:56 AM,HOLLAND,ESSEX ORLEANS,ESSEX_,34,0,39
08/13/2026 10:56 AM,HUBBARDTON,ADDISON RUTLAND,RUTLAND_,56,1,59
08/13/2026 10:56 AM,HUNTINGTON,WASHINGTON CHITTENDEN,ADDISON_,436,2,482
08/13/2026 10:56 AM,HYDE PARK,LAMOILLE-2,LAMOILLE_,300,0,315
08/13/2026 10:56 AM,IRA,RUTLAND-1,RUTLAND_,28,0,29
08/13/2026 10:56 AM,IRASBURG,ORLEANS LAMOILLE,ORLEANS_,48,1,52
08/13/2026 10:56 AM,ISLE LA MOTTE,GRAND ISLE CHITTENDEN,GRAND ISLE_,74,0,81
08/13/2026 10:56 AM,JAMAICA,WINDHAM-2,WINDHAM_,127,2,141
08/13/2026 10:56 AM,JAY,ORLEANS LAMOILLE,ORLEANS_,28,0,29
08/13/2026 10:56 AM,JERICHO,CHITTENDEN 3,CHITTENDEN-SOUTHEAST_,951,28,1088
08/13/2026 10:56 AM,JOHNSON,LAMOILLE-2,LAMOILLE_,239,0,254
08/13/2026 10:56 AM,KILLINGTON,RUTLAND-11,RUTLAND_,213,3,247
08/13/2026 10:56 AM,KIRBY,CALEDONIA ESSEX,ESSEX_,65,0,66
08/13/2026 10:56 AM,LANDGROVE,BENNINGTON RUTLAND,BENNINGTON_,38,0,44
08/13/2026 10:56 AM,LEICESTER,ADDISON-2,ADDISON_,103,1,107
08/13/2026 10:56 AM,LEMINGTON,ESSEX ORLEANS,ESSEX_,6,0,6
08/13/2026 10:56 AM,LINCOLN,ADDISON-4,ADDISON_,319,2,339
08/13/2026 10:56 AM,LONDONDERRY,WINDHAM WINDSOR BENNINGTON,BENNINGTON_,211,2,220
08/13/2026 10:56 AM,LOWELL,ORLEANS LAMOILLE,ORLEANS_,34,0,39
08/13/2026 10:56 AM,LUDLOW,RUTLAND WINDSOR,WINDSOR_,199,3,225
08/13/2026 10:56 AM,LUNENBURG,ESSEX CALEDONIA,ESSEX_,60,0,63
08/13/2026 10:56 AM,LYNDON,CALEDONIA 3,ESSEX_,306,9,326
08/13/2026 10:56 AM,MAIDSTONE,ESSEX CALEDONIA,ESSEX_,22,0,22
08/13/2026 10:56 AM,MANCHESTER,BENNINGTON-4,BENNINGTON_,580,5,633
08/13/2026 10:56 AM,MARLBORO,WINDHAM-5,WINDHAM_,230,0,237
08/13/2026 10:56 AM,MARSHFIELD,WASHINGTON-6,WASHINGTON_,187,3,202
08/13/2026 10:56 AM,MENDON,RUTLAND-11,RUTLAND_,85,2,91
08/13/2026 10:56 AM,MIDDLEBURY,"ADDISON-1, ADDISON-5",ADDISON_,1305,4,1375
08/13/2026 10:56 AM,MIDDLESEX,WASHINGTON-5,WASHINGTON_,466,4,512
08/13/2026 10:56 AM,MIDDLETOWN SPRINGS,RUTLAND BENNINGTON,RUTLAND_,106,0,112
08/13/2026 10:56 AM,MILTON,"CHITTENDEN FRANKLIN, CHITTENDEN-25, GRAND ISLE CHITTENDEN",CHITTENDEN-NORTH_,997,66,1321
08/13/2026 10:56 AM,MONKTON,ADDISON-4,ADDISON_,301,1,320
08/13/2026 10:56 AM,MONTGOMERY,FRANKLIN-7,ORLEANS_,127,5,137
08/13/2026 10:56 AM,MONTPELIER,WASHINGTON-4,WASHINGTON_,2249,21,2426
08/13/2026 10:56 AM,MORETOWN,WASHINGTON-2,WASHINGTON_,239,2,266
08/13/2026 10:56 AM,MORGAN,ESSEX ORLEANS,ESSEX_,25,0,25
08/13/2026 10:56 AM,MORRISTOWN,LAMOILLE WASHINGTON,LAMOILLE_,577,14,630
08/13/2026 10:56 AM,MOUNT HOLLY,RUTLAND WINDSOR,RUTLAND_,144,0,155
08/13/2026 10:56 AM,MOUNT TABOR,BENNINGTON RUTLAND,RUTLAND_,13,0,14
08/13/2026 10:56 AM,NEW HAVEN,"ADDISON-3, ADDISON-5",ADDISON_,253,1,267
08/13/2026 10:56 AM,NEWARK,CALEDONIA 3,ORLEANS_,71,0,76
08/13/2026 10:56 AM,NEWBURY,ORANGE CALEDONIA,CALEDONIA_,291,4,323
08/13/2026 10:56 AM,NEWFANE,WINDHAM-5,WINDHAM_,269,2,283
08/13/2026 10:56 AM,NEWPORT CITY,ORLEANS-2,ESSEX_,218,7,243
08/13/2026 10:56 AM,NEWPORT TOWN,ORLEANS LAMOILLE,ORLEANS_,67,3,76
08/13/2026 10:56 AM,NORTH HERO,GRAND ISLE CHITTENDEN,GRAND ISLE_,192,4,214
08/13/2026 10:56 AM,NORTHFIELD,WASHINGTON-1,WASHINGTON_,421,4,452
08/13/2026 10:56 AM,NORTON,ESSEX ORLEANS,ESSEX_,8,1,11
08/13/2026 10:56 AM,NORWICH,WINDSOR ORANGE 2,WINDSOR_,1052,3,1119
08/13/2026 10:56 AM,ORANGE,ORANGE-1,WASHINGTON_,52,0,58
08/13/2026 10:56 AM,ORWELL,ADDISON RUTLAND,ADDISON_,124,0,132
08/13/2026 10:56 AM,PANTON,ADDISON-3,ADDISON_,114,0,118
08/13/2026 10:56 AM,PAWLET,RUTLAND BENNINGTON,RUTLAND_,144,2,154
08/13/2026 10:56 AM,PEACHAM,CALEDONIA WASHINGTON,CALEDONIA_,148,2,155
08/13/2026 10:56 AM,PERU,BENNINGTON RUTLAND,BENNINGTON_,66,1,69
08/13/2026 10:56 AM,PITTSFIELD,RUTLAND-11,WINDSOR_,53,0,60
08/13/2026 10:56 AM,PITTSFORD,RUTLAND-8,RUTLAND_,180,6,194
08/13/2026 10:56 AM,PLAINFIELD,WASHINGTON-6,WASHINGTON_,268,1,290
08/13/2026 10:56 AM,PLYMOUTH,WINDSOR-5,WINDSOR_,62,4,71
08/13/2026 10:56 AM,POMFRET,WINDSOR-4,WINDSOR_,233,0,249
08/13/2026 10:56 AM,POULTNEY,RUTLAND-1,RUTLAND_,179,1,190
08/13/2026 10:56 AM,POWNAL,"BENNINGTON-1, BENNINGTON-5",BENNINGTON_,276,2,297
08/13/2026 10:56 AM,PROCTOR,RUTLAND-8,RUTLAND_,70,3,80
08/13/2026 10:56 AM,PUTNEY,WINDHAM-4,WINDHAM_,467,0,494
08/13/2026 10:56 AM,RANDOLPH,ORANGE WASHINGTON ADDISON,ORANGE_,662,11,761
08/13/2026 10:56 AM,READING,WINDSOR-5,WINDSOR_,120,3,131
08/13/2026 10:56 AM,READSBORO,BENNINGTON-1,BENNINGTON_,47,0,47
08/13/2026 10:56 AM,RICHFORD,FRANKLIN-5,FRANKLIN_,73,0,77
08/13/2026 10:56 AM,RICHMOND,CHITTENDEN 1,CHITTENDEN-SOUTHEAST_,879,9,990
08/13/2026 10:56 AM,RIPTON,ADDISON-2,ADDISON_,139,0,143
08/13/2026 10:56 AM,ROCHESTER,WINDSOR ADDISON,ADDISON_,167,0,175
08/13/2026 10:56 AM,ROCKINGHAM,WINDHAM-3,WINDHAM_,541,5,566
08/13/2026 10:56 AM,ROXBURY,ORANGE WASHINGTON ADDISON,WASHINGTON_,109,3,122
08/13/2026 10:56 AM,ROYALTON,WINDSOR ORANGE 1,WINDSOR_,269,4,299
08/13/2026 10:56 AM,RUPERT,RUTLAND BENNINGTON,BENNINGTON_,76,0,77
08/13/2026 10:56 AM,RUTLAND CITY,"RUTLAND-4, RUTLAND-5, RUTLAND-6, RUTLAND-7",RUTLAND_,862,14,937
08/13/2026 10:56 AM,RYEGATE,CALEDONIA 1,CALEDONIA_,102,2,112
08/13/2026 10:56 AM,SAINT ALBANS CITY,"FRANKLIN-3, FRANKLIN-8",FRANKLIN_,500,11,541
08/13/2026 10:56 AM,SAINT ALBANS TOWN,"FRANKLIN-2, FRANKLIN-8",FRANKLIN_,402,17,444
08/13/2026 10:56 AM,SAINT GEORGE,CHITTENDEN-7,CHITTENDEN-SOUTHEAST_,104,3,114
08/13/2026 10:56 AM,SAINT JOHNSBURY,CALEDONIA ESSEX,CALEDONIA_,587,5,627
08/13/2026 10:56 AM,SALISBURY,ADDISON-2,ADDISON_,122,1,132
08/13/2026 10:56 AM,SANDGATE,BENNINGTON-4,BENNINGTON_,50,0,52
08/13/2026 10:56 AM,SEARSBURG,BENNINGTON-1,BENNINGTON_,9,0,9
08/13/2026 10:56 AM,SHAFTSBURY,BENNINGTON-3,BENNINGTON_,474,0,531
08/13/2026 10:56 AM,SHARON,WINDSOR ORANGE 2,WINDSOR_,233,0,253
08/13/2026 10:56 AM,SHEFFIELD,CALEDONIA 3,ORLEANS_,46,0,50
08/13/2026 10:56 AM,SHELBURNE,"CHITTENDEN-6, CHITTENDEN-7",CHITTENDEN-SOUTHEAST_,1921,19,2217
08/13/2026 10:56 AM,SHELDON,FRANKLIN-4,FRANKLIN_,59,0,59
08/13/2026 10:56 AM,SHOREHAM,ADDISON RUTLAND,ADDISON_,142,2,159
08/13/2026 10:56 AM,SHREWSBURY,RUTLAND WINDSOR,RUTLAND_,114,1,119
08/13/2026 10:56 AM,SOUTH BURLINGTON,"CHITTENDEN-10, CHITTENDEN-11, CHITTENDEN-12, CHITTENDEN-8, CHITTENDEN-9",CHITTENDEN-SOUTHEAST_,3633,70,4212
08/13/2026 10:56 AM,SOUTH HERO,GRAND ISLE CHITTENDEN,GRAND ISLE_,357,7,403
08/13/2026 10:56 AM,SPRINGFIELD,WINDSOR-3,WINDSOR_,880,5,959
08/13/2026 10:56 AM,STAMFORD,BENNINGTON-1,BENNINGTON_,45,0,47
08/13/2026 10:56 AM,STANNARD,CALEDONIA 2,CALEDONIA_,24,0,24
08/13/2026 10:56 AM,STARKSBORO,ADDISON-4,ADDISON_,253,1,267
08/13/2026 10:56 AM,STOCKBRIDGE,WINDSOR ADDISON,WINDSOR_,87,3,95
08/13/2026 10:56 AM,STOWE,"LAMOILLE WASHINGTON, LAMOILLE-1",WASHINGTON_,476,1,528
08/13/2026 10:56 AM,STRAFFORD,WINDSOR ORANGE 2,ORANGE_,332,0,354
08/13/2026 10:56 AM,STRATTON,WINDHAM-2,BENNINGTON_,12,0,15
08/13/2026 10:56 AM,SUDBURY,ADDISON RUTLAND,RUTLAND_,68,2,74
08/13/2026 10:56 AM,SUNDERLAND,"BENNINGTON-3, BENNINGTON-4",BENNINGTON_,106,0,115
08/13/2026 10:56 AM,SUTTON,CALEDONIA 3,ORLEANS_,52,0,54
08/13/2026 10:56 AM,SWANTON,FRANKLIN-4,FRANKLIN_,265,8,293
08/13/2026 10:56 AM,THETFORD,WINDSOR ORANGE 2,WINDSOR_,575,8,628
08/13/2026 10:56 AM,TINMOUTH,RUTLAND BENNINGTON,RUTLAND_,59,0,60
08/13/2026 10:56 AM,TOPSHAM,ORANGE CALEDONIA,ORANGE_,99,1,113
08/13/2026 10:56 AM,TOWNSHEND,WINDHAM-5,WINDHAM_,150,1,166
08/13/2026 10:56 AM,TROY,ORLEANS LAMOILLE,ORLEANS_,62,3,69
08/13/2026 10:56 AM,TUNBRIDGE,WINDSOR ORANGE 1,ORANGE_,186,2,198
08/13/2026 10:56 AM,UNDERHILL,CHITTENDEN 3,CHITTENDEN-SOUTHEAST_,547,10,637
08/13/2026 10:56 AM,VERGENNES,ADDISON-3,ADDISON_,448,1,481
08/13/2026 10:56 AM,VERNON,WINDHAM-1,WINDHAM_,152,4,169
08/13/2026 10:56 AM,VERSHIRE,ORANGE-1,ORANGE_,89,1,95
08/13/2026 10:56 AM,VICTORY,ESSEX CALEDONIA,ESSEX_,5,0,5
08/13/2026 10:56 AM,WAITSFIELD,WASHINGTON-2,WASHINGTON_,344,2,369
08/13/2026 10:56 AM,WALDEN,CALEDONIA 2,CALEDONIA_,112,3,124
08/13/2026 10:56 AM,WALLINGFORD,RUTLAND-2,RUTLAND_,157,0,167
08/13/2026 10:56 AM,WALTHAM,ADDISON-3,ADDISON_,90,0,97
08/13/2026 10:56 AM,WARDSBORO,WINDHAM-2,WINDHAM_,71,0,76
08/13/2026 10:56 AM,WARREN,WASHINGTON-2,WASHINGTON_,310,2,332
08/13/2026 10:56 AM,WASHINGTON,ORANGE-1,ORANGE_,112,0,122
08/13/2026 10:56 AM,WATERBURY,WASHINGTON CHITTENDEN,WASHINGTON_,807,8,861
08/13/2026 10:56 AM,WATERFORD,CALEDONIA 1,CALEDONIA_,127,0,134
08/13/2026 10:56 AM,WATERVILLE,LAMOILLE-3,LAMOILLE_,50,0,52
08/13/2026 10:56 AM,WEATHERSFIELD,WINDSOR-2,WINDSOR_,337,4,363
08/13/2026 10:56 AM,WELLS,"RUTLAND BENNINGTON, RUTLAND-1",RUTLAND_,76,0,80
08/13/2026 10:56 AM,WEST FAIRLEE,ORANGE-2,ORANGE_,60,0,62
08/13/2026 10:56 AM,WEST HAVEN,RUTLAND-10,RUTLAND_,19,0,26
08/13/2026 10:56 AM,WEST RUTLAND,RUTLAND-2,RUTLAND_,101,2,108
08/13/2026 10:56 AM,WEST WINDSOR,WINDSOR-1,WINDSOR_,248,6,280
08/13/2026 10:56 AM,WESTFIELD,ORLEANS LAMOILLE,ORLEANS_,51,0,53
08/13/2026 10:56 AM,WESTFORD,CHITTENDEN-25,CHITTENDEN-NORTH_,324,18,394
08/13/2026 10:56 AM,WESTMINSTER,WINDHAM-3,WINDHAM_,490,0,505
08/13/2026 10:56 AM,WESTMORE,ORLEANS-3,ORLEANS_,35,0,38
08/13/2026 10:56 AM,WESTON,WINDHAM WINDSOR BENNINGTON,WINDSOR_,148,2,157
08/13/2026 10:56 AM,WEYBRIDGE,ADDISON-5,ADDISON_,219,1,228
08/13/2026 10:56 AM,WHEELOCK,CALEDONIA 3,CALEDONIA_,68,0,69
08/13/2026 10:56 AM,WHITING,ADDISON RUTLAND,ADDISON_,42,0,46
08/13/2026 10:56 AM,WHITINGHAM,WINDHAM-6,WINDHAM_,98,0,101
08/13/2026 10:56 AM,WILLIAMSTOWN,"ORANGE-3, WASHINGTON ORANGE",ORANGE_,189,5,206
08/13/2026 10:56 AM,WILLISTON,"CHITTENDEN 2, CHITTENDEN-8",CHITTENDEN-SOUTHEAST_,1773,53,2180
08/13/2026 10:56 AM,WILMINGTON,WINDHAM-6,BENNINGTON_,169,2,176
08/13/2026 10:56 AM,WINDHAM,WINDSOR WINDHAM,WINDHAM_,72,0,72
08/13/2026 10:56 AM,WINDSOR,WINDSOR-1,WINDSOR_,425,5,483
08/13/2026 10:56 AM,WINHALL,WINDHAM WINDSOR BENNINGTON,BENNINGTON_,100,5,126
08/13/2026 10:56 AM,WINOOSKI,CHITTENDEN-21,CHITTENDEN-CENTRAL_,1228,25,1367
08/13/2026 10:56 AM,WOLCOTT,LAMOILLE-2,LAMOILLE_,157,3,167
08/13/2026 10:56 AM,WOODBURY,LAMOILLE WASHINGTON,WASHINGTON_,119,0,129
08/13/2026 10:56 AM,WOODFORD,BENNINGTON-1,BENNINGTON_,28,0,29
08/13/2026 10:56 AM,WOODSTOCK,WINDSOR-5,WINDSOR_,640,9,736
08/13/2026 10:56 AM,WORCESTER,LAMOILLE WASHINGTON,WASHINGTON_,240,4,270
08/13/2026 11:07:16 AM,FAIRFAX,FRANKLIN-1,CHITTENDEN-NORTH_,408,7,447
08/13/2026 11:17:09 AM,RUTLAND TOWN,"RUTLAND-2, RUTLAND-4",RUTLAND_,295,6,317
